parcel_id,vns_bldg_style,vns_bldg_use,vns_gla,vns_bldg_area_effective,vns_pct_good,cns_assess_val,bld_year_built,bld_effective_year_built,bld_grade,bld_condition,bld_units
87-91,,,,1528,79,185500,,,,,
87-92,,,,1915,78,250000,,,,,
87-93,,,,1866,74,204900,,,,,
87-94,,,,1635,71,162800,,,,,
87-95,,,,1322,78,167000,,,,,
87-96,,,,2823,79,267400,,,,,
87-97,,,,1956,79,241200,,,,,
87-98,,,,1346,86,188300,,,,,
87-99,,,,4816,78,472200,,,,,
87-100,,,,1970,78,228200,,,,,
87-101,,,,1352,93,214600,,,,,
87-102,,,,1087,75,145500,,,,,
87-103,,,,1365,75,167900,,,,,
87-104,,,,1363,74,171100,,,,,
87-104-100,,,,2290,92,308400,,,,,
87-105,,,,0,,0,,,,,
87-106,,,,2013,90,268500,,,,,
87-107,,,,2031,90,264800,,,,,
87-108,,,,2097,91,339600,,,,,
87-109,,,,1927,91,264600,,,,,
87-110,,,,1503,91,231400,,,,,
87-111,,,,2441,91,317800,,,,,
87-112,,,,2182,90,311300,,,,,
87-113,,,,3386,90,401300,,,,,
87-114,,,,2269,90,291300,,,,,
87-115,,,,1640,91,238800,,,,,
87-116,,,,3019,91,368400,,,,,
87-117,,,,2187,91,268600,,,,,
87-118,,,,2120,91,288000,,,,,
87-119,,,,3166,90,416400,,,,,
87-120,,,,2641,92,350600,,,,,
87-121,,,,1234,90,192200,,,,,
87-122,,,,2592,91,327700,,,,,
87-123,,,,2488,91,350700,,,,,
87-124,,,,2231,90,321300,,,,,
87-125,,,,4068,90,534300,,,,,
87-126,,,,1796,91,264000,,,,,
87-127,,,,1214,91,198200,,,,,
87-128,,,,1904,94,276400,,,,,
87-129,,,,2428,87,295400,,,,,
87-130,,,,1716,90,244500,,,,,
87-131,,,,2445,92,331900,,,,,
87-132,,,,2037,91,273700,,,,,
87-133,,,,1931,90,264900,,,,,
87-134,,,,1991,90,275000,,,,,
87-135,,,,1703,91,257200,,,,,
87-136,,,,1939,87,253200,,,,,
87-137,,,,1854,90,261400,,,,,
87-138,,,,0,,0,,,,,
87-139,,,,2502,90,349300,,,,,
87-140,,,,2684,95,349200,,,,,
87-141,,,,1857,94,268500,,,,,
87-142,,,,2880,90,359400,,,,,
87-143,,,,1785,90,252900,,,,,
87-144,,,,1395,90,214600,,,,,
87-145,,,,2027,87,288800,,,,,
87-146,,,,1214,90,193600,,,,,
87-147,,,,1074,90,178300,,,,,
87-148,,,,1657,90,230300,,,,,
87-149,,,,0,,0,,,,,
87-150,,,,1776,79,179500,,,,,
87-151,,,,2059,82,252600,,,,,
87-152,,,,1668,86,227600,,,,,
87-153,,,,1772,79,220200,,,,,
87-154,,,,1943,82,240600,,,,,
87-155,,,,1646,79,201900,,,,,
87-156,,,,2234,79,257600,,,,,
87-157,,,,1245,79,155900,,,,,
87-158,,,,1594,89,217000,,,,,
87-159,,,,2180,82,241900,,,,,
87-160,,,,1912,78,226400,,,,,
87-161,,,,1756,71,186900,,,,,
87-162,,,,1830,86,242800,,,,,
87-163,,,,1419,82,192400,,,,,
87-164,,,,1826,67,172800,,,,,
87-165,,,,1939,71,275200,,,,,
87-166,,,,1271,61,60900,,,,,
87-166,,,,1676,72,162500,,,,,
87-167,,,,1124,87,178900,,,,,
87-168,,,,1781,75,202300,,,,,
87-169,,,,1496,71,163700,,,,,
87-170,,,,1091,74,123200,,,,,
89-1,,,,2808,100,200700,,,,,
89-2,,,,0,,0,,,,,
89-3,,,,0,,0,,,,,
89-4,,,,0,,0,,,,,
89-5,,,,897,83,53700,,,,,
89-6,,,,1985,91,297700,,,,,
89-7,,,,1545,79,193100,,,,,
89-8-101,,,,912,85,131200,,,,,
89-8-201,,,,900,85,130400,,,,,
89-8-301,,,,900,85,130400,,,,,
89-8-401,,,,900,85,130400,,,,,
89-8-501,,,,900,85,130400,,,,,
89-8-601,,,,900,90,139700,,,,,
89-8-701,,,,912,85,131200,,,,,
89-8-801,,,,912,85,131200,,,,,
89-8-901,,,,900,85,130400,,,,,
89-8-1001,,,,912,85,131200,,,,,
89-8-1101,,,,912,85,136100,,,,,
89-8-1201,,,,900,85,130400,,,,,
89-8-1301,,,,900,85,130400,,,,,
89-8-1401,,,,912,85,131200,,,,,
89-8-1501,,,,900,85,132000,,,,,
89-8-1601,,,,900,91,138500,,,,,
89-8-1702,,,,900,85,130400,,,,,
89-8-1802,,,,900,85,130400,,,,,
89-8-1902,,,,912,85,131200,,,,,
89-8-2002,,,,900,85,132000,,,,,
89-8-2102,,,,912,90,142100,,,,,
89-8-2202,,,,900,85,130400,,,,,
89-8-2302,,,,900,90,142400,,,,,
89-8-2402,,,,900,85,132000,,,,,
89-8-2502,,,,900,85,130400,,,,,
89-8-2602,,,,900,85,130400,,,,,
89-8-2702,,,,900,85,130400,,,,,
89-8-2802,,,,900,85,132000,,,,,
89-8-2902,,,,900,85,130400,,,,,
89-8-3002,,,,900,85,130400,,,,,
89-8-3102,,,,912,91,142200,,,,,
89-8-3202,,,,912,85,131200,,,,,
89-8-3303,,,,912,85,131200,,,,,
89-8-3403,,,,912,85,134100,,,,,
89-8-3503,,,,900,85,130400,,,,,
89-8-3603,,,,900,85,133100,,,,,
89-8-3703,,,,912,85,134200,,,,,
89-8-3803,,,,912,85,131200,,,,,
89-8-3903,,,,912,85,131200,,,,,
89-8-4003,,,,900,85,132300,,,,,
89-8-4103,,,,900,91,139600,,,,,
89-8-4203,,,,900,85,131900,,,,,
89-8-4303,,,,900,85,130400,,,,,
89-8-4403,,,,900,85,130400,,,,,
89-8-4503,,,,912,85,133100,,,,,
89-8-4603,,,,900,85,130400,,,,,
89-8-4703,,,,912,91,146200,,,,,
89-8-4803,,,,936,85,134700,,,,,
89-8-4904,,,,900,85,130400,,,,,
89-8-5004,,,,912,85,140700,,,,,
89-8-5104,,,,900,85,130400,,,,,
89-8-5204,,,,900,85,130400,,,,,
89-8-5304,,,,912,85,131200,,,,,
89-8-5404,,,,912,90,150600,,,,,
89-8-5504,,,,900,85,133100,,,,,
89-8-5604,,,,900,85,131900,,,,,
89-8-5704,,,,900,85,129900,,,,,
89-8-5804,,,,900,85,132300,,,,,
89-8-5904,,,,900,85,130400,,,,,
89-8-6004,,,,900,85,130400,,,,,
89-8-6104,,,,912,85,131200,,,,,
89-8-6204,,,,912,85,131200,,,,,
89-8-6304,,,,900,85,130400,,,,,
89-8-6404,,,,912,85,134200,,,,,
89-8-6505,,,,900,85,130400,,,,,
89-8-6605,,,,900,85,130400,,,,,
89-8-6705,,,,900,85,132000,,,,,
89-8-6805,,,,900,85,130400,,,,,
89-8-6905,,,,900,85,132300,,,,,
89-8-7005,,,,900,85,130400,,,,,
89-8-7105,,,,900,85,130400,,,,,
89-8-7205,,,,900,85,130400,,,,,
89-8-7305,,,,911,85,135100,,,,,
89-8-7405,,,,900,85,130400,,,,,
89-8-7505,,,,900,85,132000,,,,,
89-8-7605,,,,900,85,130400,,,,,
89-8-7705,,,,900,85,130400,,,,,
89-8-7805,,,,912,85,131200,,,,,
89-8-7905,,,,912,85,131200,,,,,
89-8-8005,,,,900,85,130400,,,,,
89-8-8106,,,,912,85,131200,,,,,
89-8-8206,,,,912,90,142200,,,,,
89-8-8306,,,,912,85,132800,,,,,
89-8-8406,,,,912,85,131200,,,,,
89-8-8506,,,,912,92,142000,,,,,
89-8-8606,,,,912,85,139300,,,,,
89-8-8706,,,,912,85,131200,,,,,
89-8-8806,,,,912,91,142100,,,,,
89-8-8906,,,,900,85,130400,,,,,
89-8-9006,,,,900,85,130400,,,,,
89-8-9106,,,,912,85,131200,,,,,
89-8-9206,,,,912,91,142600,,,,,
89-8-9306,,,,912,90,138900,,,,,
89-8-9406,,,,912,85,131200,,,,,
89-8-9506,,,,900,85,130400,,,,,
89-8-9606,,,,900,85,130400,,,,,
89-8-9707,,,,912,85,131200,,,,,
89-8-9807,,,,912,85,131200,,,,,
89-8-9907,,,,900,85,130400,,,,,
89-8-10007,,,,900,85,132000,,,,,
89-8-10107,,,,912,85,131200,,,,,
89-8-10207,,,,912,85,131200,,,,,
89-8-10307,,,,912,85,134200,,,,,
89-8-10407,,,,914,91,141900,,,,,
89-8-10507,,,,900,85,127100,,,,,
89-8-10607,,,,900,85,135300,,,,,
89-8-10707,,,,912,85,126900,,,,,
89-8-10807,,,,900,85,125800,,,,,
89-8-10907,,,,914,85,134200,,,,,
89-8-11007,,,,912,85,126900,,,,,
89-8-11107,,,,900,85,124200,,,,,
89-8-11207,,,,900,85,124200,,,,,
89-8-11308,,,,900,85,126100,,,,,
89-8-11408,,,,912,85,125000,,,,,
89-8-11508,,,,900,85,125800,,,,,
89-8-11608,,,,902,85,124300,,,,,
89-8-11708,,,,900,85,125800,,,,,
89-8-11808,,,,900,85,125800,,,,,
89-8-11908,,,,900,85,125800,,,,,
89-8-12008,,,,900,85,124200,,,,,
89-8-12108,,,,900,85,132000,,,,,
89-8-12208,,,,900,85,132000,,,,,
89-8-12308,,,,900,85,132000,,,,,
89-8-12408,,,,900,85,132000,,,,,
89-8-12508,,,,900,85,132000,,,,,
89-8-12608,,,,900,85,130400,,,,,
89-8-12708,,,,900,85,132000,,,,,
89-8-12808,,,,900,85,130400,,,,,
89-9,,,,2357,62,250200,,,,,
89-10,,,,2384,63,100400,,,,,
89-10-100,,,,1464,90,221200,,,,,
89-11,,,,1999,91,272000,,,,,
89-12,,,,1346,74,142700,,,,,
89-15,,,,507,71,54000,,,,,
89-16,,,,0,,0,,,,,
89-17,,,,2747,75,265200,,,,,
89-18-101,,,,928,94,229500,,,,,
89-18-102,,,,915,94,227900,,,,,
89-18-103,,,,928,94,229500,,,,,
89-18-104,,,,928,94,229500,,,,,
89-18-105,,,,928,94,229500,,,,,
89-18-106,,,,928,94,229500,,,,,
89-18-107,,,,928,94,229500,,,,,
89-18-108,,,,928,94,229500,,,,,
89-18-201,,,,928,94,229500,,,,,
89-18-202,,,,928,94,229500,,,,,
89-18-203,,,,928,94,229500,,,,,
89-18-204,,,,928,94,229500,,,,,
89-18-205,,,,928,94,229500,,,,,
89-18-206,,,,928,94,229500,,,,,
89-18-207,,,,928,94,229500,,,,,
89-18-208,,,,928,94,229500,,,,,
89-18-209,,,,928,94,229500,,,,,
89-18-210,,,,928,94,229500,,,,,
89-18-211,,,,928,94,229500,,,,,
89-18-212,,,,928,94,229500,,,,,
89-18-213,,,,928,94,229500,,,,,
89-18-215,,,,915,94,227900,,,,,
89-18-301,,,,928,94,229500,,,,,
89-18-302,,,,928,94,229500,,,,,
89-18-303,,,,928,94,229500,,,,,
89-18-304,,,,928,94,229500,,,,,
89-18-305,,,,928,94,229500,,,,,
89-18-306,,,,928,94,229500,,,,,
89-18-307,,,,928,94,229500,,,,,
89-18-308,,,,928,94,229500,,,,,
89-18-309,,,,928,94,229500,,,,,
89-18-311,,,,928,94,231300,,,,,
89-18-313,,,,928,94,229500,,,,,
89-18-315,,,,928,94,229500,,,,,
90-1,,,,0,,0,,,,,
90-2,,,,1550,67,164800,,,,,
90-3,,,,1060,91,68000,,,,,
90-4,,,,1495,76,172900,,,,,
90-5,,,,1773,77,205700,,,,,
90-6,,,,1909,94,261200,,,,,
90-7,,,,0,,0,,,,,
90-9,,,,2174,82,242900,,,,,
90-10,,,,1548,67,146900,,,,,
90-11,,,,2434,87,302100,,,,,
90-13,,,,1561,71,149000,,,,,
90-13,,,,1301,100,200900,,,,,
90-14,,,,1623,67,169600,,,,,
90-15,,,,1412,79,188900,,,,,
90-16,,,,1544,71,203000,,,,,
90-17,,,,1242,74,153800,,,,,
90-18,,,,1532,76,213700,,,,,
90-19,,,,1573,67,162800,,,,,
90-20,,,,0,,0,,,,,
90-21,,,,1280,67,135900,,,,,
90-22,,,,2749,75,283000,,,,,
90-23,,,,1833,66,185700,,,,,
90-24,,,,2448,43,176800,,,,,
90-25,,,,1341,75,169600,,,,,
90-26,,,,2076,67,212600,,,,,
90-27,,,,0,,0,,,,,
90-27-100,,,,0,,0,,,,,
90-28,,,,4359,55,117300,,,,,
90-29,,,,1463,61,131800,,,,,
90-30,,,,2545,71,269700,,,,,
90-31,,,,1687,83,217200,,,,,
90-32,,,,1673,67,172400,,,,,
90-33,,,,1787,82,217700,,,,,
90-34,,,,1840,83,231000,,,,,
90-34-100,,,,1345,90,215300,,,,,
90-35,,,,1534,75,183900,,,,,
90-36,,,,1324,79,167800,,,,,
90-37,,,,2505,83,291800,,,,,
90-38,,,,1228,78,149100,,,,,
90-39,,,,1161,87,183700,,,,,
90-40,,,,1543,79,206200,,,,,
90-41,,,,1824,88,208800,,,,,
90-42,,,,0,,0,,,,,
90-42-100,,,,977,79,46100,,,,,
90-42-200,,,,1047,87,61400,,,,,
90-42-300,,,,839,90,56600,,,,,
90-42-400,,,,1055,79,43700,,,,,
90-42-500,,,,958,91,58100,,,,,
90-42-600,,,,934,88,53000,,,,,
90-42-700,,,,1095,94,67900,,,,,
90-42-800,,,,799,83,48500,,,,,
90-42-900,,,,1046,90,65000,,,,,
90-42-1000,,,,838,83,49800,,,,,
90-42-1100,,,,1225,92,73600,,,,,
90-42-1200,,,,1146,91,69600,,,,,
90-42-1300,,,,997,88,48500,,,,,
90-42-1400,,,,747,82,33400,,,,,
90-42-1500,,,,1014,92,61800,,,,,
90-42-1600,,,,731,79,31900,,,,,
90-42-1700,,,,1056,91,65400,,,,,
90-42-1800,,,,1125,90,70800,,,,,
90-42-1900,,,,872,91,61200,,,,,
90-42-2000,,,,518,79,27800,,,,,
90-42-2100,,,,1043,90,65100,,,,,
90-42-2200,,,,875,95,67300,,,,,
90-42-2300,,,,850,79,34500,,,,,
90-42-2400,,,,516,75,27200,,,,,
90-42-2500,,,,966,92,59500,,,,,
90-42-2600,,,,780,91,54300,,,,,
90-42-2700,,,,715,86,34500,,,,,
90-42-2800,,,,793,99,64700,,,,,
90-42-2900,,,,973,87,57600,,,,,
90-42-3000,,,,1004,90,62500,,,,,
90-42-3100,,,,957,87,55500,,,,,
90-42-3200,,,,1041,91,63200,,,,,
90-42-3300,,,,955,94,66700,,,,,
90-42-3400,,,,834,90,56400,,,,,
90-42-3500,,,,976,92,62900,,,,,
90-42-3600,,,,831,91,54900,,,,,
90-42-3700,,,,703,82,32300,,,,,
90-42-3800,,,,995,86,57800,,,,,
90-42-3900,,,,956,95,65900,,,,,
90-42-4000,,,,780,83,48600,,,,,
90-42-4100,,,,936,80,51500,,,,,
90-42-4200,,,,1077,92,65900,,,,,
90-42-4300,,,,722,76,36300,,,,,
90-42-4400,,,,676,88,42700,,,,,
90-42-4500,,,,893,93,54900,,,,,
90-42-4600,,,,976,90,67700,,,,,
90-42-4700,,,,809,79,39800,,,,,
90-42-4800,,,,1118,76,43300,,,,,
90-42-4900,,,,988,91,62900,,,,,
90-42-5000,,,,1168,93,71800,,,,,
90-42-5100,,,,916,92,62100,,,,,
90-42-5200,,,,743,72,34400,,,,,
90-42-5300,,,,693,72,28600,,,,,
90-42-5400,,,,874,86,51800,,,,,
90-42-5500,,,,808,83,41800,,,,,
90-42-5600,,,,551,79,29200,,,,,
90-42-5700,,,,859,92,60300,,,,,
90-42-5800,,,,1024,90,63900,,,,,
90-42-5900,,,,869,72,31100,,,,,
90-42-6000,,,,834,83,45500,,,,,
90-42-6100,,,,767,79,32900,,,,,
90-42-6200,,,,754,79,31700,,,,,
90-42-6300,,,,1064,86,53100,,,,,
90-42-6400,,,,834,79,40100,,,,,
90-42-6500,,,,948,75,34500,,,,,
90-42-6600,,,,634,79,40800,,,,,
90-42-6700,,,,978,78,45800,,,,,
90-42-6800,,,,881,99,66300,,,,,
90-42-6900,,,,698,79,40600,,,,,
90-42-7000,,,,637,79,39300,,,,,
90-42-7100,,,,943,93,63600,,,,,
90-42-7200,,,,1030,83,55000,,,,,
90-42-7300,,,,757,72,37900,,,,,
90-42-7400,,,,1098,90,66700,,,,,
90-42-7500,,,,740,75,30200,,,,,
90-42-7600,,,,1046,83,51000,,,,,
90-42-7700,,,,1021,99,74200,,,,,
90-42-7800,,,,881,83,45900,,,,,
90-42-7900,,,,985,90,58600,,,,,
90-42-8000,,,,1100,90,67500,,,,,
90-42-8100,,,,925,90,58700,,,,,
90-44,,,,1821,79,214500,,,,,
90-44-100,,,,2050,90,271900,,,,,
90-44-70100,,,,809,72,40300,,,,,
90-45,,,,1669,62,148500,,,,,
90-46,,,,1324,56,118600,,,,,
90-47,,,,1041,62,119100,,,,,
90-48,,,,1255,71,158200,,,,,
90-49,,,,1335,75,172500,,,,,
90-50,,,,1299,87,190300,,,,,
90-51,,,,1476,88,200600,,,,,
90-52,,,,837,79,35800,,,,,
90-53,,,,1192,87,172700,,,,,
90-54,,,,1511,92,212400,,,,,
90-54-100,,,,1511,92,224700,,,,,
90-55,,,,1637,79,191000,,,,,
90-56,,,,1496,70,169700,,,,,
90-57,,,,1558,79,191700,,,,,
90-58,,,,2900,71,282600,,,,,
90-59,,,,6251,60,550700,,,,,
90-59,,,,8684,30,0,,,,,
90-59,,,,2936,60,304700,,,,,
90-59,,,,76817,67,14320000,,,,,
90-59,,,,17664,68,1753600,,,,,
90-59,,,,9716,71,964500,,,,,
90-59,,,,44596,91,12463200,,,,,
90-59-70300,,,,,,,,,,,
90-59-70400,,,,8684,30,353000,,,,,
90-60,,,,0,,0,,,,,
91-1,,,,1852,62,197300,,,,,
91-2,,,,1145,87,185400,,,,,
91-3,,,,1972,71,199500,,,,,
91-4,,,,3056,60,214300,,,,,
91-5,,,,2082,76,254600,,,,,
91-6,,,,1523,67,166900,,,,,
91-7,,,,1531,71,190700,,,,,
91-8,,,,1360,90,210600,,,,,
91-9,,,,1241,87,198400,,,,,
91-10,,,,1250,67,144800,,,,,
91-11,,,,1218,67,125300,,,,,
91-12,,,,1325,67,129500,,,,,
91-13,,,,2217,83,303600,,,,,
91-14,,,,2345,67,298700,,,,,
91-15,,,,1642,71,189000,,,,,
91-16,,,,2020,75,247600,,,,,
91-17,,,,1300,67,166500,,,,,
91-18,,,,1343,71,171000,,,,,
91-19,,,,992,67,117000,,,,,
91-20,,,,1675,62,169400,,,,,
91-21,,,,2112,87,343200,,,,,
91-22,,,,2772,71,272000,,,,,
91-23,,,,2648,67,243100,,,,,
91-24,,,,1608,71,199000,,,,,
91-25,,,,1557,74,181700,,,,,
91-26,,,,3732,90,381400,,,,,
91-27,,,,3156,90,425100,,,,,
91-28,,,,1844,82,225700,,,,,
91-29,,,,1175,67,137200,,,,,
91-30,,,,1210,67,132400,,,,,
91-31,,,,2065,71,256400,,,,,
91-32,,,,1780,71,166300,,,,,
91-33,,,,2022,71,252400,,,,,
91-34,,,,1924,92,271100,,,,,
91-35,,,,1707,67,182100,,,,,
91-36,,,,1709,71,189900,,,,,
91-37,,,,2197,78,286800,,,,,
91-38,,,,2520,91,323100,,,,,
91-39,,,,2224,71,225400,,,,,
91-40,,,,1176,79,166800,,,,,
91-41,,,,2112,74,219900,,,,,
91-42,,,,1368,67,152900,,,,,
91-43,,,,1330,82,186600,,,,,
91-44,,,,1740,82,226000,,,,,
91-45,,,,1890,74,213600,,,,,
91-45-100,,,,2033,90,303400,,,,,
91-46,,,,1790,82,256300,,,,,
91-47,,,,1775,82,241000,,,,,
91-48,,,,2195,75,245800,,,,,
91-49,,,,3325,67,237100,,,,,
91-50,,,,1330,76,165500,,,,,
91-51,,,,2317,67,247000,,,,,
91-52,,,,1560,83,195900,,,,,
91-53,,,,0,,0,,,,,
91-54,,,,1451,83,197000,,,,,
91-55,,,,1629,67,185800,,,,,
91-56,,,,2327,67,178700,,,,,
91-57,,,,1618,52,105600,,,,,
91-58,,,,1953,57,185300,,,,,
91-59,,,,1402,25,63800,,,,,
91-60,,,,2024,67,167500,,,,,
91-61,,,,1678,67,158800,,,,,
91-62,,,,2695,61,199000,,,,,
91-62,,,,1886,61,139500,,,,,
91-63,,,,1943,67,214300,,,,,
91-64,,,,1597,76,209700,,,,,
91-65,,,,2382,67,237900,,,,,
91-66,,,,927,67,134900,,,,,
91-67,,,,1991,67,223700,,,,,
91-68,,,,2161,76,273400,,,,,
91-69,,,,2184,67,187200,,,,,
91-70,,,,1153,67,157900,,,,,
91-71,,,,3239,67,246500,,,,,
91-72,,,,4629,64,328500,,,,,
91-73,,,,1563,57,111800,,,,,
91-74,,,,2823,99,419700,,,,,
91-75,,,,3826,54,264200,,,,,
91-76,,,,1368,67,148600,,,,,
91-77,,,,2219,93,342900,,,,,
91-78,,,,2007,67,199600,,,,,
91-79,,,,3116,71,271200,,,,,
91-80,,,,1743,67,171200,,,,,
91-80-1,,,,1849,92,348000,,,,,
91-81,,,,3444,60,230900,,,,,
91-82,,,,2182,76,259500,,,,,
91-83,,,,2185,75,230500,,,,,
91-84,,,,1924,67,205900,,,,,
91-85,,,,1303,70,150000,,,,,
91-86,,,,1431,67,142200,,,,,
91-87,,,,3215,86,392800,,,,,
91-88,,,,1322,78,155800,,,,,
91-89,,,,1438,67,180400,,,,,
91-90,,,,1269,67,159700,,,,,
91-91,,,,1170,57,115700,,,,,
91-92,,,,1696,67,201600,,,,,
91-93,,,,1220,67,139400,,,,,
91-94,,,,1685,67,189400,,,,,
91-95,,,,1061,71,124100,,,,,
91-96,,,,2071,76,247700,,,,,
91-97,,,,1185,71,167100,,,,,
91-98,,,,2345,71,201100,,,,,
91-99,,,,1821,83,253000,,,,,
91-100,,,,1527,71,198900,,,,,
91-100,,,,383,100,113900,,,,,
91-101,,,,2144,76,265500,,,,,
91-102,,,,2254,62,262500,,,,,
91-103,,,,1520,43,122000,,,,,
91-104,,,,1377,67,182200,,,,,
91-105,,,,0,,0,,,,,
91-106,,,,1756,79,208000,,,,,
91-107,,,,1740,71,212600,,,,,
91-108,,,,1584,57,139400,,,,,
91-109,,,,4889,64,402500,,,,,
91-110,,,,2704,67,293800,,,,,
91-111,,,,2389,71,259800,,,,,
91-112,,,,3753,67,257800,,,,,
91-113,,,,3078,76,302100,,,,,
91-114,,,,2093,67,151000,,,,,
91-115,,,,2917,67,235200,,,,,
91-116,,,,1879,76,227500,,,,,
91-117,,,,1964,52,197100,,,,,
91-118,,,,2632,67,235000,,,,,
91-119,,,,4673,60,299600,,,,,
91-120,,,,2362,71,220400,,,,,
91-121,,,,2354,62,227300,,,,,
91-122,,,,2923,67,246900,,,,,
91-123,,,,1285,71,187400,,,,,
91-124,,,,1773,71,215600,,,,,
91-125,,,,1365,71,194100,,,,,
91-126,,,,1930,57,170300,,,,,
91-127,,,,1275,67,156300,,,,,
91-128,,,,3866,60,524400,,,,,
91-129,,,,2825,67,195100,,,,,
91-130,,,,3191,60,241800,,,,,
91-131,,,,5112,64,417200,,,,,
91-132,,,,2124,60,201200,,,,,
91-133,,,,13687,60,827600,,,,,
91-134,,,,2301,67,219400,,,,,
91-135,,,,1988,67,201500,,,,,
91-136,,,,1540,57,151600,,,,,
91-137,,,,1208,83,203300,,,,,
91-138,,,,1957,67,206200,,,,,
91-139-101,,,,1144,65,133400,,,,,
91-139-201,,,,907,65,116700,,,,,
91-139-301,,,,714,65,113400,,,,,
91-139-401,,,,706,65,116200,,,,,
91-140,,,,1864,52,116900,,,,,
91-141,,,,2071,67,197100,,,,,
91-142,,,,1519,76,207900,,,,,
91-143,,,,1111,67,142300,,,,,
91-144,,,,2909,67,202200,,,,,
91-145,,,,1759,57,154100,,,,,
91-146,,,,1809,57,163600,,,,,
91-147,,,,3304,60,256400,,,,,
91-148,,,,1582,57,156800,,,,,
91-149,,,,1983,67,214600,,,,,
91-150,,,,2139,67,196600,,,,,
91-151,,,,2095,52,149800,,,,,
91-154,,,,0,,0,,,,,
91-155,,,,0,,0,,,,,
91-156,,,,1603,67,189300,,,,,
91-157,,,,2420,67,226700,,,,,
91-158,,,,616,25,27600,,,,,
91-159,,,,2194,57,177200,,,,,
91-160,,,,1508,42,107600,,,,,
91-161,,,,707,62,88800,,,,,
91-161,,,,1286,62,124900,,,,,
91-162,,,,1703,67,187500,,,,,
91-163,,,,2237,67,168700,,,,,
91-164,,,,1933,71,235200,,,,,
91-165,,,,4141,61,295500,,,,,
91-166,,,,3094,61,433500,,,,,
91-167,,,,1578,91,229900,,,,,
91-168,,,,1468,67,159600,,,,,
91-168,,,,681,67,109700,,,,,
91-170,,,,2086,67,237000,,,,,
91-171,,,,1664,71,186400,,,,,
91-172,,,,1745,71,213700,,,,,
91-173,,,,2297,67,235700,,,,,
91-174,,,,2679,67,210200,,,,,
91-175,,,,2421,67,225800,,,,,
91-176,,,,1747,71,188200,,,,,
91-177,,,,13630,64,1797900,,,,,
91-177,,,,5399,71,699800,,,,,
91-178,,,,2391,71,260300,,,,,
91-179,,,,1689,57,146700,,,,,
91-181,,,,2197,74,274600,,,,,
91-182,,,,1703,86,241500,,,,,
91-183,,,,2252,71,281600,,,,,
91-184,,,,1730,74,201600,,,,,
91-185,,,,1966,74,215300,,,,,
91-186,,,,1742,92,282500,,,,,
91-187,,,,1855,74,229800,,,,,
91-188,,,,1824,71,198800,,,,,
91-189,,,,2433,71,229400,,,,,
91-190,,,,2281,67,208500,,,,,
91-191,,,,2784,71,243700,,,,,
91-192,,,,3831,71,284100,,,,,
91-193,,,,2931,71,322000,,,,,
91-194,,,,8148,60,428300,,,,,
91-195,,,,4052,64,302400,,,,,
91-196,,,,0,,0,,,,,
91-197,,,,4617,60,201200,,,,,
91-198,,,,2723,67,212200,,,,,
91-199,,,,1865,67,171900,,,,,
91-200,,,,3993,60,272700,,,,,
91-201,,,,3474,67,247800,,,,,
91-202,,,,1205,71,163000,,,,,
91-203,,,,2140,67,185200,,,,,
91-204,,,,1846,67,156100,,,,,
91-205,,,,1296,60,108600,,,,,
91-205,,,,1834,60,137000,,,,,
91-206,,,,3126,67,223900,,,,,
91-207,,,,1214,67,150800,,,,,
91-208,,,,2008,55,180900,,,,,
91-209,,,,1448,62,150700,,,,,
91-210,,,,6104,60,518900,,,,,
91-211,,,,13530,66,545800,,,,,
91-211,,,,3200,70,120300,,,,,
91-212,,,,7371,60,516800,,,,,
91-213,,,,2904,67,232400,,,,,
91-214,,,,4730,70,363600,,,,,
91-215,,,,0,,0,,,,,
91-216,,,,3579,60,170100,,,,,
91-217,,,,15767,61,892200,,,,,
91-218,,,,4331,60,86500,,,,,
91-219,,,,11664,50,385700,,,,,
91-220,,,,4765,55,119000,,,,,
91-221,,,,2153,50,51300,,,,,
91-222,,,,24956,70,1582800,,,,,
91-223,,,,0,,0,,,,,
91-225,,,,3524,55,232000,,,,,
91-226,,,,995,60,62600,,,,,
91-227,,,,0,,0,,,,,
91-228,,,,1614,63,144800,,,,,
91-229,,,,0,,0,,,,,
91-230,,,,0,,0,,,,,
91-232,,,,33152,41,855000,,,,,
91-233,,,,29880,43,1177900,,,,,
91-235,,,,10272,63,518000,,,,,
91-236,,,,15439,64,745300,,,,,
91-237,,,,0,,0,,,,,
91-238,,,,15222,71,881200,,,,,
91-239-E,,,,5610,63,483300,,,,,
91-241,,,,7660,70,455500,,,,,
91-242,,,,13495,64,1316000,,,,,
91-243,,,,9492,60,811000,,,,,
91-244,,,,26265,73,3654000,,,,,
91-245,,,,0,,0,,,,,
91-246,,,,31233,61,3897100,,,,,
91-246-100,,,,0,,0,,,,,
91-247,,,,15735,76,1860600,,,,,
91-248,,,,6786,60,540300,,,,,
91-249,,,,11907,60,1084800,,,,,
91-250-100,,,,1219,88,174200,,,,,
91-250-200,,,,1219,88,174200,,,,,
91-251-100,,,,1217,88,198500,,,,,
91-251-200,,,,1219,88,181700,,,,,
91-252,,,,3265,78,356900,,,,,
91-253,,,,14810,60,56600,,,,,
91-254,,,,5559,60,369200,,,,,
91-254,,,,19029,66,807700,,,,,
91-255,,,,0,,0,,,,,
91-257,,,,4067,60,209500,,,,,
